country,date,tot_cases,cumulative_cases,days_elapsed,end_date,end_label
Turkey,2021-04-21,362,36975,395,FALSE,NA
UK,2021-04-21,36,153832,409,FALSE,NA
China,2021-04-22,0,5030,456,FALSE,NA
France,2021-04-22,283,102324,411,FALSE,NA
Turkey,2021-04-22,354,37329,396,FALSE,NA
UK,2021-04-22,35,153867,410,FALSE,NA
China,2021-04-23,0,5030,457,FALSE,NA
France,2021-04-23,332,102656,412,FALSE,NA
Turkey,2021-04-23,343,37672,397,FALSE,NA
UK,2021-04-23,30,153897,411,FALSE,NA
China,2021-04-24,0,5030,458,FALSE,NA
France,2021-04-24,217,102873,413,FALSE,NA
Turkey,2021-04-24,339,38011,398,FALSE,NA
UK,2021-04-24,24,153921,412,FALSE,NA
China,2021-04-25,0,5030,459,FALSE,NA
France,2021-04-25,145,103018,414,FALSE,NA
Turkey,2021-04-25,347,38358,399,FALSE,NA
UK,2021-04-25,27,153948,413,FALSE,NA
China,2021-04-26,0,5030,460,FALSE,NA
France,2021-04-26,398,103416,415,FALSE,NA
Turkey,2021-04-26,353,38711,400,FALSE,NA
UK,2021-04-26,22,153970,414,FALSE,NA
China,2021-04-27,0,5030,461,FALSE,NA
France,2021-04-27,347,103763,416,FALSE,NA
Turkey,2021-04-27,346,39057,401,FALSE,NA
UK,2021-04-27,25,153995,415,FALSE,NA
China,2021-04-28,0,5030,462,FALSE,NA
France,2021-04-28,315,104078,417,FALSE,NA
Turkey,2021-04-28,341,39398,402,FALSE,NA
UK,2021-04-28,21,154016,416,FALSE,NA
China,2021-04-29,0,5030,463,FALSE,NA
France,2021-04-29,306,104384,418,FALSE,NA
Turkey,2021-04-29,339,39737,403,FALSE,NA
UK,2021-04-29,20,154036,417,FALSE,NA
China,2021-04-30,0,5030,464,FALSE,NA
France,2021-04-30,292,104676,419,FALSE,NA
Turkey,2021-04-30,394,40131,404,FALSE,NA
UK,2021-04-30,17,154053,418,FALSE,NA
China,2021-05-01,1,5031,465,FALSE,NA
France,2021-05-01,192,104868,420,FALSE,NA
Turkey,2021-05-01,373,40504,405,FALSE,NA
UK,2021-05-01,16,154069,419,FALSE,NA
China,2021-05-02,0,5031,466,FALSE,NA
France,2021-05-02,114,104982,421,FALSE,NA
Turkey,2021-05-02,340,40844,406,FALSE,NA
UK,2021-05-02,19,154088,420,FALSE,NA
China,2021-05-03,0,5031,467,FALSE,NA
France,2021-05-03,311,105293,422,FALSE,NA
Turkey,2021-05-03,347,41191,407,FALSE,NA
UK,2021-05-03,17,154105,421,FALSE,NA
China,2021-05-04,0,5031,468,FALSE,NA
France,2021-05-04,257,105550,423,FALSE,NA
Turkey,2021-05-04,336,41527,408,FALSE,NA
UK,2021-05-04,17,154122,422,FALSE,NA
China,2021-05-05,0,5031,469,FALSE,NA
France,2021-05-05,244,105794,424,FALSE,NA
Turkey,2021-05-05,356,41883,409,FALSE,NA
UK,2021-05-05,22,154144,423,FALSE,NA
China,2021-05-06,0,5031,470,FALSE,NA
France,2021-05-06,219,106013,425,FALSE,NA
Turkey,2021-05-06,304,42187,410,FALSE,NA
UK,2021-05-06,17,154161,424,FALSE,NA
China,2021-05-07,0,5031,471,FALSE,NA
France,2021-05-07,251,106264,426,FALSE,NA
Turkey,2021-05-07,278,42465,411,FALSE,NA
UK,2021-05-07,17,154178,425,FALSE,NA
China,2021-05-08,0,5031,472,FALSE,NA
France,2021-05-08,176,106440,427,FALSE,NA
Turkey,2021-05-08,281,42746,412,FALSE,NA
UK,2021-05-08,20,154198,426,FALSE,NA
China,2021-05-09,0,5031,473,FALSE,NA
France,2021-05-09,115,106555,428,FALSE,NA
Turkey,2021-05-09,283,43029,413,FALSE,NA
UK,2021-05-09,11,154209,427,FALSE,NA
China,2021-05-10,0,5031,474,FALSE,NA
France,2021-05-10,292,106847,429,FALSE,NA
Turkey,2021-05-10,282,43311,414,FALSE,NA
UK,2021-05-10,9,154218,428,FALSE,NA
China,2021-05-11,0,5031,475,FALSE,NA
France,2021-05-11,251,107098,430,FALSE,NA
Turkey,2021-05-11,278,43589,415,FALSE,NA
UK,2021-05-11,21,154239,429,FALSE,NA
China,2021-05-12,0,5031,476,FALSE,NA
France,2021-05-12,184,107282,431,FALSE,NA
Turkey,2021-05-12,232,43821,416,FALSE,NA
UK,2021-05-12,15,154254,430,FALSE,NA
China,2021-05-13,0,5031,477,FALSE,NA
France,2021-05-13,131,107413,432,FALSE,NA
Turkey,2021-05-13,238,44059,417,FALSE,NA
UK,2021-05-13,15,154269,431,FALSE,NA
China,2021-05-14,0,5031,478,FALSE,NA
France,2021-05-14,173,107586,433,FALSE,NA
Turkey,2021-05-14,242,44301,418,FALSE,NA
UK,2021-05-14,15,154284,432,FALSE,NA
China,2021-05-15,0,5031,479,FALSE,NA
France,2021-05-15,112,107698,434,FALSE,NA
Turkey,2021-05-15,236,44537,419,FALSE,NA
UK,2021-05-15,15,154299,433,FALSE,NA
China,2021-05-16,0,5031,480,FALSE,NA
France,2021-05-16,81,107779,435,FALSE,NA
Turkey,2021-05-16,223,44760,420,FALSE,NA
UK,2021-05-16,14,154313,434,FALSE,NA
China,2021-05-17,0,5031,481,FALSE,NA
France,2021-05-17,196,107975,436,FALSE,NA
Turkey,2021-05-17,223,44983,421,FALSE,NA
UK,2021-05-17,13,154326,435,FALSE,NA
China,2021-05-18,0,5031,482,FALSE,NA
France,2021-05-18,228,108203,437,FALSE,NA
Turkey,2021-05-18,203,45186,422,FALSE,NA
UK,2021-05-18,11,154337,436,FALSE,NA
China,2021-05-19,0,5031,483,FALSE,NA
France,2021-05-19,141,108344,438,FALSE,NA
Turkey,2021-05-19,233,45419,423,FALSE,NA
UK,2021-05-19,4,154341,437,FALSE,NA
China,2021-05-20,0,5031,484,FALSE,NA
France,2021-05-20,133,108477,439,FALSE,NA
Turkey,2021-05-20,207,45626,424,FALSE,NA
UK,2021-05-20,7,154348,438,FALSE,NA
China,2021-05-21,0,5031,485,FALSE,NA
France,2021-05-21,123,108600,440,FALSE,NA
Turkey,2021-05-21,214,45840,425,FALSE,NA
UK,2021-05-21,18,154366,439,FALSE,NA
China,2021-05-22,0,5031,486,FALSE,NA
France,2021-05-22,89,108689,441,FALSE,NA
Turkey,2021-05-22,231,46071,426,FALSE,NA
UK,2021-05-22,4,154370,440,FALSE,NA
China,2021-05-23,0,5031,487,FALSE,NA
France,2021-05-23,71,108760,442,FALSE,NA
Turkey,2021-05-23,197,46268,427,FALSE,NA
UK,2021-05-23,16,154386,441,FALSE,NA
China,2021-05-24,0,5031,488,FALSE,NA
France,2021-05-24,62,108822,443,FALSE,NA
Turkey,2021-05-24,178,46446,428,FALSE,NA
UK,2021-05-24,16,154402,442,FALSE,NA
China,2021-05-25,0,5031,489,FALSE,NA
France,2021-05-25,221,109043,444,FALSE,NA
Turkey,2021-05-25,175,46621,429,FALSE,NA
UK,2021-05-25,11,154413,443,FALSE,NA
China,2021-05-26,0,5031,490,FALSE,NA
France,2021-05-26,145,109188,445,FALSE,NA
Turkey,2021-05-26,166,46787,430,FALSE,NA
UK,2021-05-26,14,154427,444,FALSE,NA
China,2021-05-27,0,5031,491,FALSE,NA
France,2021-05-27,142,109330,446,FALSE,NA
Turkey,2021-05-27,183,46970,431,FALSE,NA
UK,2021-05-27,8,154435,445,FALSE,NA
China,2021-05-28,0,5031,492,FALSE,NA
France,2021-05-28,125,109455,447,FALSE,NA
Turkey,2021-05-28,164,47134,432,FALSE,NA
UK,2021-05-28,14,154449,446,FALSE,NA
China,2021-05-29,0,5031,493,FALSE,NA
France,2021-05-29,68,109523,448,FALSE,NA
Turkey,2021-05-29,137,47271,433,FALSE,NA
UK,2021-05-29,12,154461,447,FALSE,NA
China,2021-05-30,0,5031,494,FALSE,NA
France,2021-05-30,44,109567,449,FALSE,NA
Turkey,2021-05-30,134,47405,434,FALSE,NA
UK,2021-05-30,9,154470,448,FALSE,NA
China,2021-05-31,0,5031,495,FALSE,NA
France,2021-05-31,126,109693,450,FALSE,NA
Turkey,2021-05-31,122,47527,435,FALSE,NA
UK,2021-05-31,12,154482,449,FALSE,NA
China,2021-06-01,0,5031,496,FALSE,NA
France,2021-06-01,134,109827,451,FALSE,NA
Turkey,2021-06-01,129,47656,436,FALSE,NA
UK,2021-06-01,10,154492,450,FALSE,NA
China,2021-06-02,0,5031,497,FALSE,NA
France,2021-06-02,96,109923,452,FALSE,NA
Turkey,2021-06-02,112,47768,437,FALSE,NA
UK,2021-06-02,12,154504,451,FALSE,NA
China,2021-06-03,0,5031,498,FALSE,NA
France,2021-06-03,70,109993,453,FALSE,NA
Turkey,2021-06-03,114,47882,438,FALSE,NA
UK,2021-06-03,16,154520,452,FALSE,NA
China,2021-06-04,0,5031,499,FALSE,NA
France,2021-06-04,88,110081,454,FALSE,NA
Turkey,2021-06-04,94,47976,439,FALSE,NA
UK,2021-06-04,14,154534,453,FALSE,NA
China,2021-06-05,0,5031,500,FALSE,NA
France,2021-06-05,57,110138,455,FALSE,NA
Turkey,2021-06-05,92,48068,440,FALSE,NA
UK,2021-06-05,7,154541,454,FALSE,NA
China,2021-06-06,0,5031,501,FALSE,NA
France,2021-06-06,32,110170,456,FALSE,NA
Turkey,2021-06-06,96,48164,441,FALSE,NA
UK,2021-06-06,13,154554,455,FALSE,NA
China,2021-06-07,0,5031,502,FALSE,NA
France,2021-06-07,64,110234,457,FALSE,NA
Turkey,2021-06-07,91,48255,442,FALSE,NA
UK,2021-06-07,6,154560,456,FALSE,NA
China,2021-06-08,0,5031,503,FALSE,NA
France,2021-06-08,75,110309,458,FALSE,NA
Turkey,2021-06-08,86,48341,443,FALSE,NA
UK,2021-06-08,16,154576,457,FALSE,NA
China,2021-06-09,0,5031,504,FALSE,NA
France,2021-06-09,65,110374,459,FALSE,NA
Turkey,2021-06-09,87,48428,444,FALSE,NA
UK,2021-06-09,17,154593,458,FALSE,NA
China,2021-06-10,0,5031,505,FALSE,NA
France,2021-06-10,68,110442,460,FALSE,NA
Turkey,2021-06-10,96,48524,445,FALSE,NA
UK,2021-06-10,16,154609,459,FALSE,NA
China,2021-06-11,0,5031,506,FALSE,NA
France,2021-06-11,74,110516,461,FALSE,NA
Turkey,2021-06-11,69,48593,446,FALSE,NA
UK,2021-06-11,13,154622,460,FALSE,NA
China,2021-06-12,0,5031,507,FALSE,NA
France,2021-06-12,34,110550,462,FALSE,NA
Turkey,2021-06-12,75,48668,447,FALSE,NA
UK,2021-06-12,12,154634,461,FALSE,NA
China,2021-06-13,0,5031,508,FALSE,NA
France,2021-06-13,16,110566,463,FALSE,NA
Turkey,2021-06-13,53,48721,448,FALSE,NA
UK,2021-06-13,12,154646,462,FALSE,NA
China,2021-06-14,0,5031,509,FALSE,NA
France,2021-06-14,63,110629,464,FALSE,NA
Turkey,2021-06-14,74,48795,449,FALSE,NA
UK,2021-06-14,13,154659,463,FALSE,NA
China,2021-06-15,0,5031,510,FALSE,NA
France,2021-06-15,80,110709,465,FALSE,NA
Turkey,2021-06-15,84,48879,450,FALSE,NA
UK,2021-06-15,21,154680,464,FALSE,NA
China,2021-06-16,0,5031,511,FALSE,NA
France,2021-06-16,44,110753,466,FALSE,NA
Turkey,2021-06-16,71,48950,451,FALSE,NA
UK,2021-06-16,16,154696,465,FALSE,NA
China,2021-06-17,0,5031,512,FALSE,NA
France,2021-06-17,56,110809,467,FALSE,NA
Turkey,2021-06-17,62,49012,452,FALSE,NA
UK,2021-06-17,9,154705,466,FALSE,NA
China,2021-06-18,1,5032,513,FALSE,NA
France,2021-06-18,68,110877,468,FALSE,NA
Turkey,2021-06-18,59,49071,453,FALSE,NA
UK,2021-06-18,18,154723,467,FALSE,NA
China,2021-06-19,0,5032,514,FALSE,NA
France,2021-06-19,22,110899,469,FALSE,NA
Turkey,2021-06-19,51,49122,454,FALSE,NA
UK,2021-06-19,20,154743,468,FALSE,NA
China,2021-06-20,0,5032,515,FALSE,NA
France,2021-06-20,15,110914,470,FALSE,NA
Turkey,2021-06-20,63,49185,455,FALSE,NA
UK,2021-06-20,22,154765,469,FALSE,NA
China,2021-06-21,0,5032,516,FALSE,NA
France,2021-06-21,40,110954,471,FALSE,NA
Turkey,2021-06-21,51,49236,456,FALSE,NA
UK,2021-06-21,13,154778,470,FALSE,NA
China,2021-06-22,0,5032,517,FALSE,NA
France,2021-06-22,51,111005,472,FALSE,NA
Turkey,2021-06-22,57,49293,457,FALSE,NA
UK,2021-06-22,18,154796,471,FALSE,NA
China,2021-06-23,0,5032,518,FALSE,NA
France,2021-06-23,33,111038,473,FALSE,NA
Turkey,2021-06-23,65,49358,458,FALSE,NA
UK,2021-06-23,9,154805,472,FALSE,NA
China,2021-06-24,0,5032,519,FALSE,NA
France,2021-06-24,44,111082,474,FALSE,NA
Turkey,2021-06-24,59,49417,459,FALSE,NA
UK,2021-06-24,29,154834,473,FALSE,NA
China,2021-06-25,1,5033,520,FALSE,NA
France,2021-06-25,33,111115,475,FALSE,NA
Turkey,2021-06-25,56,49473,460,FALSE,NA
UK,2021-06-25,22,154856,474,FALSE,NA
China,2021-06-26,0,5033,521,FALSE,NA
France,2021-06-26,12,111127,476,FALSE,NA
Turkey,2021-06-26,51,49524,461,FALSE,NA
UK,2021-06-26,17,154873,475,FALSE,NA
China,2021-06-27,0,5033,522,FALSE,NA
France,2021-06-27,18,111145,477,FALSE,NA
Turkey,2021-06-27,52,49576,462,FALSE,NA
UK,2021-06-27,24,154897,476,FALSE,NA
China,2021-06-28,0,5033,523,FALSE,NA
France,2021-06-28,44,111189,478,FALSE,NA
Turkey,2021-06-28,58,49634,463,FALSE,NA
UK,2021-06-28,18,154915,477,FALSE,NA
China,2021-06-29,0,5033,524,FALSE,NA
France,2021-06-29,45,111234,479,FALSE,NA
Turkey,2021-06-29,53,49687,464,FALSE,NA
UK,2021-06-29,24,154939,478,FALSE,NA
China,2021-06-30,0,5033,525,FALSE,NA
France,2021-06-30,25,111259,480,FALSE,NA
Turkey,2021-06-30,45,49732,465,FALSE,NA
UK,2021-06-30,26,154965,479,FALSE,NA
China,2021-07-01,0,5033,526,FALSE,NA
France,2021-07-01,29,111288,481,FALSE,NA
Turkey,2021-07-01,42,49774,466,FALSE,NA
UK,2021-07-01,28,154993,480,FALSE,NA
China,2021-07-02,1,5034,527,FALSE,NA
France,2021-07-02,24,111312,482,FALSE,NA
Turkey,2021-07-02,55,49829,467,FALSE,NA
UK,2021-07-02,32,155025,481,FALSE,NA
China,2021-07-03,0,5034,528,FALSE,NA
France,2021-07-03,17,111329,483,FALSE,NA
Turkey,2021-07-03,45,49874,468,FALSE,NA
UK,2021-07-03,31,155056,482,FALSE,NA
China,2021-07-04,0,5034,529,FALSE,NA
France,2021-07-04,11,111340,484,FALSE,NA
Turkey,2021-07-04,50,49924,469,FALSE,NA
UK,2021-07-04,30,155086,483,FALSE,NA
China,2021-07-05,3,5037,530,FALSE,NA
France,2021-07-05,37,111377,485,FALSE,NA
Turkey,2021-07-05,35,49959,470,FALSE,NA
UK,2021-07-05,29,155115,484,FALSE,NA
China,2021-07-06,0,5037,531,FALSE,NA
France,2021-07-06,35,111412,486,FALSE,NA
Turkey,2021-07-06,37,49996,471,FALSE,NA
UK,2021-07-06,35,155150,485,FALSE,NA
China,2021-07-07,1,5038,532,FALSE,NA
France,2021-07-07,28,111440,487,FALSE,NA
Turkey,2021-07-07,52,50048,472,FALSE,NA
UK,2021-07-07,36,155186,486,FALSE,NA
China,2021-07-08,0,5038,533,FALSE,NA
France,2021-07-08,25,111465,488,FALSE,NA
Turkey,2021-07-08,48,50096,473,FALSE,NA
UK,2021-07-08,43,155229,487,FALSE,NA
China,2021-07-09,0,5038,534,FALSE,NA
France,2021-07-09,18,111483,489,FALSE,NA
Turkey,2021-07-09,59,50155,474,FALSE,NA
UK,2021-07-09,53,155282,488,FALSE,NA
China,2021-07-10,0,5038,535,FALSE,NA
France,2021-07-10,19,111502,490,FALSE,NA
Turkey,2021-07-10,37,50192,475,FALSE,NA
UK,2021-07-10,45,155327,489,FALSE,NA
China,2021-07-11,1,5039,536,FALSE,NA
France,2021-07-11,5,111507,491,FALSE,NA
Turkey,2021-07-11,37,50229,476,FALSE,NA
UK,2021-07-11,36,155363,490,FALSE,NA
China,2021-07-12,1,5040,537,FALSE,NA
France,2021-07-12,28,111535,492,FALSE,NA
Turkey,2021-07-12,49,50278,477,FALSE,NA
UK,2021-07-12,43,155406,491,FALSE,NA
China,2021-07-13,0,5040,538,FALSE,NA
France,2021-07-13,54,111589,493,FALSE,NA
Turkey,2021-07-13,46,50324,478,FALSE,NA
UK,2021-07-13,50,155456,492,FALSE,NA
China,2021-07-14,0,5040,539,FALSE,NA
France,2021-07-14,6,111595,494,FALSE,NA
Turkey,2021-07-14,43,50367,479,FALSE,NA
UK,2021-07-14,48,155504,493,FALSE,NA
China,2021-07-15,0,5040,540,FALSE,NA
France,2021-07-15,16,111611,495,FALSE,NA
Turkey,2021-07-15,48,50415,480,FALSE,NA
UK,2021-07-15,58,155562,494,FALSE,NA
China,2021-07-16,0,5040,541,FALSE,NA
France,2021-07-16,22,111633,496,FALSE,NA
Turkey,2021-07-16,35,50450,481,FALSE,NA
UK,2021-07-16,55,155617,495,FALSE,NA
China,2021-07-17,1,5041,542,FALSE,NA
France,2021-07-17,16,111649,497,FALSE,NA
Turkey,2021-07-17,38,50488,482,FALSE,NA
UK,2021-07-17,66,155683,496,FALSE,NA
China,2021-07-18,1,5042,543,FALSE,NA
France,2021-07-18,5,111654,498,FALSE,NA
Turkey,2021-07-18,0,50488,483,FALSE,NA
UK,2021-07-18,76,155759,497,FALSE,NA
China,2021-07-19,1,5043,544,FALSE,NA
France,2021-07-19,20,111674,499,FALSE,NA
Turkey,2021-07-19,116,50604,484,FALSE,NA
UK,2021-07-19,88,155847,498,FALSE,NA
China,2021-07-20,0,5043,545,FALSE,NA
France,2021-07-20,33,111707,500,FALSE,NA
Turkey,2021-07-20,46,50650,485,FALSE,NA
UK,2021-07-20,74,155921,499,FALSE,NA
China,2021-07-21,1,5044,546,FALSE,NA
France,2021-07-21,22,111729,501,FALSE,NA
Turkey,2021-07-21,59,50709,486,FALSE,NA
UK,2021-07-21,61,155982,500,FALSE,NA
China,2021-07-22,0,5044,547,FALSE,NA
France,2021-07-22,12,111741,502,FALSE,NA
Turkey,2021-07-22,52,50761,487,FALSE,NA
UK,2021-07-22,85,156067,501,FALSE,NA
China,2021-07-23,0,5044,548,FALSE,NA
France,2021-07-23,37,111778,503,FALSE,NA
Turkey,2021-07-23,60,50821,488,FALSE,NA
UK,2021-07-23,83,156150,502,FALSE,NA
China,2021-07-24,1,5045,549,FALSE,NA
France,2021-07-24,22,111800,504,FALSE,NA
Turkey,2021-07-24,58,50879,489,FALSE,NA
UK,2021-07-24,71,156221,503,FALSE,NA
China,2021-07-25,0,5045,550,FALSE,NA
France,2021-07-25,6,111806,505,FALSE,NA
Turkey,2021-07-25,55,50934,490,FALSE,NA
UK,2021-07-25,73,156294,504,FALSE,NA
China,2021-07-26,0,5045,551,FALSE,NA
France,2021-07-26,46,111852,506,FALSE,NA
Turkey,2021-07-26,63,50997,491,FALSE,NA
UK,2021-07-26,79,156373,505,FALSE,NA
China,2021-07-27,1,5046,552,FALSE,NA
France,2021-07-27,29,111881,507,FALSE,NA
Turkey,2021-07-27,51,51048,492,FALSE,NA
UK,2021-07-27,77,156450,506,FALSE,NA
China,2021-07-28,0,5046,553,FALSE,NA
France,2021-07-28,44,111925,508,FALSE,NA
Turkey,2021-07-28,76,51124,493,FALSE,NA
UK,2021-07-28,84,156534,507,FALSE,NA
China,2021-07-29,0,5046,554,FALSE,NA
France,2021-07-29,29,111954,509,FALSE,NA
Turkey,2021-07-29,60,51184,494,FALSE,NA
UK,2021-07-29,94,156628,508,FALSE,NA
China,2021-07-30,0,5046,555,FALSE,NA
France,2021-07-30,63,112017,510,FALSE,NA
Turkey,2021-07-30,69,51253,495,FALSE,NA
UK,2021-07-30,105,156733,509,FALSE,NA
China,2021-07-31,1,5047,556,FALSE,NA
France,2021-07-31,44,112061,511,FALSE,NA
Turkey,2021-07-31,79,51332,496,FALSE,NA
UK,2021-07-31,92,156825,510,FALSE,NA
China,2021-08-01,0,5047,557,FALSE,NA
France,2021-08-01,18,112079,512,FALSE,NA
Turkey,2021-08-01,96,51428,497,FALSE,NA
UK,2021-08-01,97,156922,511,FALSE,NA
China,2021-08-02,0,5047,558,FALSE,NA
France,2021-08-02,57,112136,513,FALSE,NA
Turkey,2021-08-02,91,51519,498,FALSE,NA
UK,2021-08-02,93,157015,512,FALSE,NA
China,2021-08-03,0,5047,559,FALSE,NA
France,2021-08-03,60,112196,514,FALSE,NA
Turkey,2021-08-03,126,51645,499,FALSE,NA
UK,2021-08-03,81,157096,513,FALSE,NA
China,2021-08-04,0,5047,560,FALSE,NA
France,2021-08-04,49,112245,515,FALSE,NA
Turkey,2021-08-04,122,51767,500,FALSE,NA
UK,2021-08-04,94,157190,514,FALSE,NA
China,2021-08-05,0,5047,561,FALSE,NA
France,2021-08-05,53,112298,516,FALSE,NA
Turkey,2021-08-05,108,51875,501,FALSE,NA
UK,2021-08-05,105,157295,515,FALSE,NA
China,2021-08-06,0,5047,562,FALSE,NA
France,2021-08-06,66,112364,517,FALSE,NA
Turkey,2021-08-06,101,51976,502,FALSE,NA
UK,2021-08-06,99,157394,516,FALSE,NA
China,2021-08-07,0,5047,563,FALSE,NA
France,2021-08-07,32,112396,518,FALSE,NA
Turkey,2021-08-07,112,52088,503,FALSE,NA
UK,2021-08-07,107,157501,517,FALSE,NA
China,2021-08-08,1,5048,564,FALSE,NA
France,2021-08-08,31,112427,519,FALSE,NA
Turkey,2021-08-08,0,52088,504,FALSE,NA
UK,2021-08-08,90,157591,518,FALSE,NA
China,2021-08-09,0,5048,565,FALSE,NA
France,2021-08-09,84,112511,520,FALSE,NA
Turkey,2021-08-09,225,52313,505,FALSE,NA
UK,2021-08-09,84,157675,519,FALSE,NA
China,2021-08-10,0,5048,566,FALSE,NA
France,2021-08-10,80,112591,521,FALSE,NA
Turkey,2021-08-10,124,52437,506,FALSE,NA
UK,2021-08-10,85,157760,520,FALSE,NA
China,2021-08-11,1,5049,567,FALSE,NA
France,2021-08-11,63,112654,522,FALSE,NA
Turkey,2021-08-11,128,52565,507,FALSE,NA
UK,2021-08-11,93,157853,521,FALSE,NA
China,2021-08-12,0,5049,568,FALSE,NA
France,2021-08-12,80,112734,523,FALSE,NA
Turkey,2021-08-12,138,52703,508,FALSE,NA
UK,2021-08-12,106,157959,522,FALSE,NA
China,2021-08-13,0,5049,569,FALSE,NA
France,2021-08-13,94,112828,524,FALSE,NA
Turkey,2021-08-13,157,52860,509,FALSE,NA
UK,2021-08-13,98,158057,523,FALSE,NA
China,2021-08-14,1,5050,570,FALSE,NA
France,2021-08-14,53,112881,525,FALSE,NA
Turkey,2021-08-14,145,53005,510,FALSE,NA
UK,2021-08-14,106,158163,524,FALSE,NA
China,2021-08-15,0,5050,571,FALSE,NA
France,2021-08-15,44,112925,526,FALSE,NA
Turkey,2021-08-15,154,53159,511,FALSE,NA
UK,2021-08-15,91,158254,525,FALSE,NA
China,2021-08-16,0,5050,572,FALSE,NA
France,2021-08-16,130,113055,527,FALSE,NA
Turkey,2021-08-16,165,53324,512,FALSE,NA
UK,2021-08-16,90,158344,526,FALSE,NA
China,2021-08-17,0,5050,573,FALSE,NA
France,2021-08-17,124,113179,528,FALSE,NA
Turkey,2021-08-17,183,53507,513,FALSE,NA
UK,2021-08-17,102,158446,527,FALSE,NA
China,2021-08-18,0,5050,574,FALSE,NA
France,2021-08-18,133,113312,529,FALSE,NA
Turkey,2021-08-18,168,53675,514,FALSE,NA
UK,2021-08-18,111,158557,528,FALSE,NA
China,2021-08-19,0,5050,575,FALSE,NA
France,2021-08-19,139,113451,530,FALSE,NA
Turkey,2021-08-19,216,53891,515,FALSE,NA
UK,2021-08-19,115,158672,529,FALSE,NA
China,2021-08-20,0,5050,576,FALSE,NA
France,2021-08-20,97,113548,531,FALSE,NA
Turkey,2021-08-20,204,54095,516,FALSE,NA
UK,2021-08-20,128,158800,530,FALSE,NA
China,2021-08-21,2,5052,577,FALSE,NA
France,2021-08-21,112,113660,532,FALSE,NA
Turkey,2021-08-21,232,54327,517,FALSE,NA
UK,2021-08-21,118,158918,531,FALSE,NA
China,2021-08-22,1,5053,578,FALSE,NA
France,2021-08-22,115,113775,533,FALSE,NA
Turkey,2021-08-22,206,54533,518,FALSE,NA
UK,2021-08-22,129,159047,532,FALSE,NA
China,2021-08-23,0,5053,579,FALSE,NA
France,2021-08-23,163,113938,534,FALSE,NA
Turkey,2021-08-23,232,54765,519,FALSE,NA
UK,2021-08-23,121,159168,533,FALSE,NA
China,2021-08-24,0,5053,580,FALSE,NA
France,2021-08-24,174,114112,535,FALSE,NA
Turkey,2021-08-24,230,54995,520,FALSE,NA
UK,2021-08-24,118,159286,534,FALSE,NA
China,2021-08-25,2,5055,581,FALSE,NA
France,2021-08-25,128,114240,536,FALSE,NA
Turkey,2021-08-25,217,55212,521,FALSE,NA
UK,2021-08-25,109,159395,535,FALSE,NA
China,2021-08-26,0,5055,582,FALSE,NA
France,2021-08-26,139,114379,537,FALSE,NA
Turkey,2021-08-26,257,55469,522,FALSE,NA
UK,2021-08-26,126,159521,536,FALSE,NA
China,2021-08-27,0,5055,583,FALSE,NA
France,2021-08-27,121,114500,538,FALSE,NA
Turkey,2021-08-27,244,55713,523,FALSE,NA
UK,2021-08-27,140,159661,537,FALSE,NA
China,2021-08-28,0,5055,584,FALSE,NA
France,2021-08-28,74,114574,539,FALSE,NA
Turkey,2021-08-28,245,55958,524,FALSE,NA
UK,2021-08-28,135,159796,538,FALSE,NA
China,2021-08-29,0,5055,585,FALSE,NA
France,2021-08-29,53,114627,540,FALSE,NA
Turkey,2021-08-29,255,56213,525,FALSE,NA
UK,2021-08-29,139,159935,539,FALSE,NA
China,2021-08-30,1,5056,586,FALSE,NA
France,2021-08-30,151,114778,541,FALSE,NA
Turkey,2021-08-30,245,56458,526,FALSE,NA
UK,2021-08-30,109,160044,540,FALSE,NA
China,2021-08-31,0,5056,587,FALSE,NA
France,2021-08-31,148,114926,542,FALSE,NA
Turkey,2021-08-31,252,56710,527,FALSE,NA
UK,2021-08-31,129,160173,541,FALSE,NA
China,2021-09-01,0,5056,588,FALSE,NA
France,2021-09-01,105,115031,543,FALSE,NA
Turkey,2021-09-01,290,57000,528,FALSE,NA
UK,2021-09-01,125,160298,542,FALSE,NA
China,2021-09-02,1,5057,589,FALSE,NA
France,2021-09-02,126,115157,544,FALSE,NA
Turkey,2021-09-02,283,57283,529,FALSE,NA
UK,2021-09-02,137,160435,543,FALSE,NA
China,2021-09-03,1,5058,590,FALSE,NA
France,2021-09-03,112,115269,545,FALSE,NA
Turkey,2021-09-03,276,57559,530,FALSE,NA
UK,2021-09-03,152,160587,544,FALSE,NA
China,2021-09-04,1,5059,591,FALSE,NA
France,2021-09-04,83,115352,546,FALSE,NA
Turkey,2021-09-04,278,57837,531,FALSE,NA
UK,2021-09-04,146,160733,545,FALSE,NA
China,2021-09-05,1,5060,592,FALSE,NA
France,2021-09-05,49,115401,547,FALSE,NA
Turkey,2021-09-05,269,58106,532,FALSE,NA
UK,2021-09-05,164,160897,546,FALSE,NA
China,2021-09-06,0,5060,593,FALSE,NA
France,2021-09-06,162,115563,548,FALSE,NA
Turkey,2021-09-06,271,58377,533,FALSE,NA
UK,2021-09-06,157,161054,547,FALSE,NA
China,2021-09-07,1,5061,594,FALSE,NA
France,2021-09-07,117,115680,549,FALSE,NA
Turkey,2021-09-07,274,58651,534,FALSE,NA
UK,2021-09-07,167,161221,548,FALSE,NA
