country,date,tot_cases,cumulative_cases,days_elapsed,end_date,end_label
UK,2020-07-16,21,57019,130,FALSE,NA
China,2020-07-17,0,4716,177,FALSE,NA
France,2020-07-17,13,30155,132,FALSE,NA
Turkey,2020-07-17,18,5458,117,FALSE,NA
UK,2020-07-17,34,57053,131,FALSE,NA
China,2020-07-18,2,4718,178,FALSE,NA
France,2020-07-18,3,30158,133,FALSE,NA
Turkey,2020-07-18,17,5475,118,FALSE,NA
UK,2020-07-18,31,57084,132,FALSE,NA
China,2020-07-19,0,4718,179,FALSE,NA
France,2020-07-19,0,30158,134,FALSE,NA
Turkey,2020-07-19,16,5491,119,FALSE,NA
UK,2020-07-19,24,57108,133,FALSE,NA
China,2020-07-20,0,4718,180,FALSE,NA
France,2020-07-20,24,30182,135,FALSE,NA
Turkey,2020-07-20,17,5508,120,FALSE,NA
UK,2020-07-20,31,57139,134,FALSE,NA
China,2020-07-21,2,4720,181,FALSE,NA
France,2020-07-21,-13,30169,136,FALSE,NA
Turkey,2020-07-21,18,5526,121,FALSE,NA
UK,2020-07-21,31,57170,135,FALSE,NA
China,2020-07-22,0,4720,182,FALSE,NA
France,2020-07-22,6,30175,137,FALSE,NA
Turkey,2020-07-22,19,5545,122,FALSE,NA
UK,2020-07-22,34,57204,136,FALSE,NA
China,2020-07-23,1,4721,183,FALSE,NA
France,2020-07-23,11,30186,138,FALSE,NA
Turkey,2020-07-23,18,5563,123,FALSE,NA
UK,2020-07-23,36,57240,137,FALSE,NA
China,2020-07-24,1,4722,184,FALSE,NA
France,2020-07-24,10,30196,139,FALSE,NA
Turkey,2020-07-24,17,5580,124,FALSE,NA
UK,2020-07-24,19,57259,138,FALSE,NA
China,2020-07-25,2,4724,185,FALSE,NA
France,2020-07-25,0,30196,140,FALSE,NA
Turkey,2020-07-25,16,5596,125,FALSE,NA
UK,2020-07-25,23,57282,139,FALSE,NA
China,2020-07-26,0,4724,186,FALSE,NA
France,2020-07-26,0,30196,141,FALSE,NA
Turkey,2020-07-26,17,5613,126,FALSE,NA
UK,2020-07-26,32,57314,140,FALSE,NA
China,2020-07-27,4,4728,187,FALSE,NA
France,2020-07-27,18,30214,142,FALSE,NA
Turkey,2020-07-27,17,5630,127,FALSE,NA
UK,2020-07-27,18,57332,141,FALSE,NA
China,2020-07-28,0,4728,188,FALSE,NA
France,2020-07-28,13,30227,143,FALSE,NA
Turkey,2020-07-28,15,5645,128,FALSE,NA
UK,2020-07-28,26,57358,142,FALSE,NA
China,2020-07-29,2,4730,189,FALSE,NA
France,2020-07-29,14,30241,144,FALSE,NA
Turkey,2020-07-29,14,5659,129,FALSE,NA
UK,2020-07-29,28,57386,143,FALSE,NA
China,2020-07-30,0,4730,190,FALSE,NA
France,2020-07-30,16,30257,145,FALSE,NA
Turkey,2020-07-30,15,5674,130,FALSE,NA
UK,2020-07-30,17,57403,144,FALSE,NA
China,2020-07-31,3,4733,191,FALSE,NA
France,2020-07-31,11,30268,146,FALSE,NA
Turkey,2020-07-31,17,5691,131,FALSE,NA
UK,2020-07-31,31,57434,145,FALSE,NA
China,2020-08-01,4,4737,192,FALSE,NA
France,2020-08-01,0,30268,147,FALSE,NA
Turkey,2020-08-01,19,5710,132,FALSE,NA
UK,2020-08-01,20,57454,146,FALSE,NA
China,2020-08-02,3,4740,193,FALSE,NA
France,2020-08-02,0,30268,148,FALSE,NA
Turkey,2020-08-02,18,5728,133,FALSE,NA
UK,2020-08-02,17,57471,147,FALSE,NA
China,2020-08-03,3,4743,194,FALSE,NA
France,2020-08-03,30,30298,149,FALSE,NA
Turkey,2020-08-03,19,5747,134,FALSE,NA
UK,2020-08-03,23,57494,148,FALSE,NA
China,2020-08-04,4,4747,195,FALSE,NA
France,2020-08-04,2,30300,150,FALSE,NA
Turkey,2020-08-04,18,5765,135,FALSE,NA
UK,2020-08-04,27,57521,149,FALSE,NA
China,2020-08-05,2,4749,196,FALSE,NA
France,2020-08-05,11,30311,151,FALSE,NA
Turkey,2020-08-05,19,5784,136,FALSE,NA
UK,2020-08-05,13,57534,150,FALSE,NA
China,2020-08-06,1,4750,197,FALSE,NA
France,2020-08-06,4,30315,152,FALSE,NA
Turkey,2020-08-06,14,5798,137,FALSE,NA
UK,2020-08-06,21,57555,151,FALSE,NA
China,2020-08-07,2,4752,198,FALSE,NA
France,2020-08-07,13,30328,153,FALSE,NA
Turkey,2020-08-07,15,5813,138,FALSE,NA
UK,2020-08-07,24,57579,152,FALSE,NA
China,2020-08-08,1,4753,199,FALSE,NA
France,2020-08-08,1,30329,154,FALSE,NA
Turkey,2020-08-08,16,5829,139,FALSE,NA
UK,2020-08-08,22,57601,153,FALSE,NA
China,2020-08-09,4,4757,200,FALSE,NA
France,2020-08-09,0,30329,155,FALSE,NA
Turkey,2020-08-09,15,5844,140,FALSE,NA
UK,2020-08-09,19,57620,154,FALSE,NA
China,2020-08-10,3,4760,201,FALSE,NA
France,2020-08-10,15,30344,156,FALSE,NA
Turkey,2020-08-10,14,5858,141,FALSE,NA
UK,2020-08-10,25,57645,155,FALSE,NA
China,2020-08-11,4,4764,202,FALSE,NA
France,2020-08-11,13,30357,157,FALSE,NA
Turkey,2020-08-11,15,5873,142,FALSE,NA
UK,2020-08-11,20,57665,156,FALSE,NA
China,2020-08-12,5,4769,203,FALSE,NA
France,2020-08-12,19,30376,158,FALSE,NA
Turkey,2020-08-12,18,5891,143,FALSE,NA
UK,2020-08-12,24,57689,157,FALSE,NA
China,2020-08-13,2,4771,204,FALSE,NA
France,2020-08-13,17,30393,159,FALSE,NA
Turkey,2020-08-13,21,5912,144,FALSE,NA
UK,2020-08-13,23,57712,158,FALSE,NA
China,2020-08-14,1,4772,205,FALSE,NA
France,2020-08-14,19,30412,160,FALSE,NA
Turkey,2020-08-14,22,5934,145,FALSE,NA
UK,2020-08-14,18,57730,159,FALSE,NA
China,2020-08-15,2,4774,206,FALSE,NA
France,2020-08-15,1,30413,161,FALSE,NA
Turkey,2020-08-15,21,5955,146,FALSE,NA
UK,2020-08-15,23,57753,160,FALSE,NA
China,2020-08-16,1,4775,207,FALSE,NA
France,2020-08-16,2,30415,162,FALSE,NA
Turkey,2020-08-16,19,5974,147,FALSE,NA
UK,2020-08-16,15,57768,161,FALSE,NA
China,2020-08-17,0,4775,208,FALSE,NA
France,2020-08-17,19,30434,163,FALSE,NA
Turkey,2020-08-17,22,5996,148,FALSE,NA
UK,2020-08-17,21,57789,162,FALSE,NA
China,2020-08-18,1,4776,209,FALSE,NA
France,2020-08-18,22,30456,164,FALSE,NA
Turkey,2020-08-18,20,6016,149,FALSE,NA
UK,2020-08-18,15,57804,163,FALSE,NA
China,2020-08-19,2,4778,210,FALSE,NA
France,2020-08-19,18,30474,165,FALSE,NA
Turkey,2020-08-19,23,6039,150,FALSE,NA
UK,2020-08-19,14,57818,164,FALSE,NA
China,2020-08-20,1,4779,211,FALSE,NA
France,2020-08-20,11,30485,166,FALSE,NA
Turkey,2020-08-20,19,6058,151,FALSE,NA
UK,2020-08-20,16,57834,165,FALSE,NA
China,2020-08-21,2,4781,212,FALSE,NA
France,2020-08-21,24,30509,167,FALSE,NA
Turkey,2020-08-21,22,6080,152,FALSE,NA
UK,2020-08-21,10,57844,166,FALSE,NA
China,2020-08-22,1,4782,213,FALSE,NA
France,2020-08-22,9,30518,168,FALSE,NA
Turkey,2020-08-22,22,6102,153,FALSE,NA
UK,2020-08-22,12,57856,167,FALSE,NA
China,2020-08-23,1,4783,214,FALSE,NA
France,2020-08-23,0,30518,169,FALSE,NA
Turkey,2020-08-23,19,6121,154,FALSE,NA
UK,2020-08-23,17,57873,168,FALSE,NA
China,2020-08-24,1,4784,215,FALSE,NA
France,2020-08-24,16,30534,170,FALSE,NA
Turkey,2020-08-24,18,6139,155,FALSE,NA
UK,2020-08-24,10,57883,169,FALSE,NA
China,2020-08-25,0,4784,216,FALSE,NA
France,2020-08-25,19,30553,171,FALSE,NA
Turkey,2020-08-25,24,6163,156,FALSE,NA
UK,2020-08-25,22,57905,170,FALSE,NA
China,2020-08-26,1,4785,217,FALSE,NA
France,2020-08-26,0,30553,172,FALSE,NA
Turkey,2020-08-26,20,6183,157,FALSE,NA
UK,2020-08-26,17,57922,171,FALSE,NA
China,2020-08-27,1,4786,218,FALSE,NA
France,2020-08-27,35,30588,173,FALSE,NA
Turkey,2020-08-27,26,6209,158,FALSE,NA
UK,2020-08-27,12,57934,172,FALSE,NA
China,2020-08-28,5,4791,219,FALSE,NA
France,2020-08-28,18,30606,174,FALSE,NA
Turkey,2020-08-28,36,6245,159,FALSE,NA
UK,2020-08-28,12,57946,173,FALSE,NA
China,2020-08-29,2,4793,220,FALSE,NA
France,2020-08-29,6,30612,175,FALSE,NA
Turkey,2020-08-29,39,6284,160,FALSE,NA
UK,2020-08-29,8,57954,174,FALSE,NA
China,2020-08-30,2,4795,221,FALSE,NA
France,2020-08-30,3,30615,176,FALSE,NA
Turkey,2020-08-30,42,6326,161,FALSE,NA
UK,2020-08-30,11,57965,175,FALSE,NA
China,2020-08-31,1,4796,222,FALSE,NA
France,2020-08-31,31,30646,177,FALSE,NA
Turkey,2020-08-31,44,6370,162,FALSE,NA
UK,2020-08-31,19,57984,176,FALSE,NA
China,2020-09-01,1,4797,223,FALSE,NA
France,2020-09-01,27,30673,178,FALSE,NA
Turkey,2020-09-01,47,6417,163,FALSE,NA
UK,2020-09-01,11,57995,177,FALSE,NA
China,2020-09-02,3,4800,224,FALSE,NA
France,2020-09-02,26,30699,179,FALSE,NA
Turkey,2020-09-02,45,6462,164,FALSE,NA
UK,2020-09-02,15,58010,178,FALSE,NA
China,2020-09-03,1,4801,225,FALSE,NA
France,2020-09-03,17,30716,180,FALSE,NA
Turkey,2020-09-03,49,6511,165,FALSE,NA
UK,2020-09-03,10,58020,179,FALSE,NA
China,2020-09-04,0,4801,226,FALSE,NA
France,2020-09-04,-20,30696,181,FALSE,NA
Turkey,2020-09-04,53,6564,166,FALSE,NA
UK,2020-09-04,15,58035,180,FALSE,NA
China,2020-09-05,0,4801,227,FALSE,NA
France,2020-09-05,12,30708,182,FALSE,NA
Turkey,2020-09-05,56,6620,167,FALSE,NA
UK,2020-09-05,14,58049,181,FALSE,NA
China,2020-09-06,1,4802,228,FALSE,NA
France,2020-09-06,4,30712,183,FALSE,NA
Turkey,2020-09-06,53,6673,168,FALSE,NA
UK,2020-09-06,13,58062,182,FALSE,NA
China,2020-09-07,3,4805,229,FALSE,NA
France,2020-09-07,23,30735,184,FALSE,NA
Turkey,2020-09-07,57,6730,169,FALSE,NA
UK,2020-09-07,24,58086,183,FALSE,NA
China,2020-09-08,1,4806,230,FALSE,NA
France,2020-09-08,38,30773,185,FALSE,NA
Turkey,2020-09-08,52,6782,170,FALSE,NA
UK,2020-09-08,16,58102,184,FALSE,NA
China,2020-09-09,0,4806,231,FALSE,NA
France,2020-09-09,32,30805,186,FALSE,NA
Turkey,2020-09-09,55,6837,171,FALSE,NA
UK,2020-09-09,14,58116,185,FALSE,NA
China,2020-09-10,0,4806,232,FALSE,NA
France,2020-09-10,19,30824,187,FALSE,NA
Turkey,2020-09-10,58,6895,172,FALSE,NA
UK,2020-09-10,16,58132,186,FALSE,NA
China,2020-09-11,1,4807,233,FALSE,NA
France,2020-09-11,82,30906,188,FALSE,NA
Turkey,2020-09-11,56,6951,173,FALSE,NA
UK,2020-09-11,20,58152,187,FALSE,NA
China,2020-09-12,1,4808,234,FALSE,NA
France,2020-09-12,18,30924,189,FALSE,NA
Turkey,2020-09-12,48,6999,174,FALSE,NA
UK,2020-09-12,23,58175,188,FALSE,NA
China,2020-09-13,0,4808,235,FALSE,NA
France,2020-09-13,5,30929,190,FALSE,NA
Turkey,2020-09-13,57,7056,175,FALSE,NA
UK,2020-09-13,20,58195,189,FALSE,NA
China,2020-09-14,1,4809,236,FALSE,NA
France,2020-09-14,34,30963,191,FALSE,NA
Turkey,2020-09-14,63,7119,176,FALSE,NA
UK,2020-09-14,21,58216,190,FALSE,NA
China,2020-09-15,0,4809,237,FALSE,NA
France,2020-09-15,50,31013,192,FALSE,NA
Turkey,2020-09-15,67,7186,177,FALSE,NA
UK,2020-09-15,26,58242,191,FALSE,NA
China,2020-09-16,1,4810,238,FALSE,NA
France,2020-09-16,48,31061,193,FALSE,NA
Turkey,2020-09-16,63,7249,178,FALSE,NA
UK,2020-09-16,31,58273,192,FALSE,NA
China,2020-09-17,0,4810,239,FALSE,NA
France,2020-09-17,47,31108,194,FALSE,NA
Turkey,2020-09-17,66,7315,179,FALSE,NA
UK,2020-09-17,38,58311,193,FALSE,NA
China,2020-09-18,1,4811,240,FALSE,NA
France,2020-09-18,154,31262,195,FALSE,NA
Turkey,2020-09-18,62,7377,180,FALSE,NA
UK,2020-09-18,30,58341,194,FALSE,NA
China,2020-09-19,0,4811,241,FALSE,NA
France,2020-09-19,25,31287,196,FALSE,NA
Turkey,2020-09-19,68,7445,181,FALSE,NA
UK,2020-09-19,25,58366,195,FALSE,NA
China,2020-09-20,0,4811,242,FALSE,NA
France,2020-09-20,11,31298,197,FALSE,NA
Turkey,2020-09-20,61,7506,182,FALSE,NA
UK,2020-09-20,40,58406,196,FALSE,NA
China,2020-09-21,0,4811,243,FALSE,NA
France,2020-09-21,53,31351,198,FALSE,NA
Turkey,2020-09-21,68,7574,183,FALSE,NA
UK,2020-09-21,30,58436,197,FALSE,NA
China,2020-09-22,0,4811,244,FALSE,NA
France,2020-09-22,79,31430,199,FALSE,NA
Turkey,2020-09-22,65,7639,184,FALSE,NA
UK,2020-09-22,39,58475,198,FALSE,NA
China,2020-09-23,0,4811,245,FALSE,NA
France,2020-09-23,46,31476,200,FALSE,NA
Turkey,2020-09-23,72,7711,185,FALSE,NA
UK,2020-09-23,58,58533,199,FALSE,NA
China,2020-09-24,1,4812,246,FALSE,NA
France,2020-09-24,48,31524,201,FALSE,NA
Turkey,2020-09-24,74,7785,186,FALSE,NA
UK,2020-09-24,34,58567,200,FALSE,NA
China,2020-09-25,0,4812,247,FALSE,NA
France,2020-09-25,151,31675,202,FALSE,NA
Turkey,2020-09-25,73,7858,187,FALSE,NA
UK,2020-09-25,40,58607,201,FALSE,NA
China,2020-09-26,1,4813,248,FALSE,NA
France,2020-09-26,39,31714,203,FALSE,NA
Turkey,2020-09-26,71,7929,188,FALSE,NA
UK,2020-09-26,47,58654,202,FALSE,NA
China,2020-09-27,0,4813,249,FALSE,NA
France,2020-09-27,27,31741,204,FALSE,NA
Turkey,2020-09-27,68,7997,189,FALSE,NA
UK,2020-09-27,56,58710,203,FALSE,NA
China,2020-09-28,0,4813,250,FALSE,NA
France,2020-09-28,84,31825,205,FALSE,NA
Turkey,2020-09-28,65,8062,190,FALSE,NA
UK,2020-09-28,55,58765,204,FALSE,NA
China,2020-09-29,0,4813,251,FALSE,NA
France,2020-09-29,73,31898,206,FALSE,NA
Turkey,2020-09-29,68,8130,191,FALSE,NA
UK,2020-09-29,49,58814,205,FALSE,NA
China,2020-09-30,0,4813,252,FALSE,NA
France,2020-09-30,80,31978,207,FALSE,NA
Turkey,2020-09-30,65,8195,192,FALSE,NA
UK,2020-09-30,61,58875,206,FALSE,NA
China,2020-10-01,0,4813,253,FALSE,NA
France,2020-10-01,57,32035,208,FALSE,NA
Turkey,2020-10-01,67,8262,193,FALSE,NA
UK,2020-10-01,71,58946,207,FALSE,NA
China,2020-10-02,0,4813,254,FALSE,NA
France,2020-10-02,136,32171,209,FALSE,NA
Turkey,2020-10-02,63,8325,194,FALSE,NA
UK,2020-10-02,74,59020,208,FALSE,NA
China,2020-10-03,0,4813,255,FALSE,NA
France,2020-10-03,25,32196,210,FALSE,NA
Turkey,2020-10-03,59,8384,195,FALSE,NA
UK,2020-10-03,70,59090,209,FALSE,NA
China,2020-10-04,0,4813,256,FALSE,NA
France,2020-10-04,32,32228,211,FALSE,NA
Turkey,2020-10-04,57,8441,196,FALSE,NA
UK,2020-10-04,63,59153,210,FALSE,NA
China,2020-10-05,0,4813,257,FALSE,NA
France,2020-10-05,71,32299,212,FALSE,NA
Turkey,2020-10-05,57,8498,197,FALSE,NA
UK,2020-10-05,68,59221,211,FALSE,NA
China,2020-10-06,0,4813,258,FALSE,NA
France,2020-10-06,87,32386,213,FALSE,NA
Turkey,2020-10-06,55,8553,198,FALSE,NA
UK,2020-10-06,84,59305,212,FALSE,NA
China,2020-10-07,0,4813,259,FALSE,NA
France,2020-10-07,80,32466,214,FALSE,NA
Turkey,2020-10-07,56,8609,199,FALSE,NA
UK,2020-10-07,110,59415,213,FALSE,NA
China,2020-10-08,0,4813,260,FALSE,NA
France,2020-10-08,73,32539,215,FALSE,NA
Turkey,2020-10-08,58,8667,200,FALSE,NA
UK,2020-10-08,97,59512,214,FALSE,NA
China,2020-10-09,0,4813,261,FALSE,NA
France,2020-10-09,110,32649,216,FALSE,NA
Turkey,2020-10-09,55,8722,201,FALSE,NA
UK,2020-10-09,96,59608,215,FALSE,NA
China,2020-10-10,0,4813,262,FALSE,NA
France,2020-10-10,35,32684,217,FALSE,NA
Turkey,2020-10-10,56,8778,202,FALSE,NA
UK,2020-10-10,107,59715,216,FALSE,NA
China,2020-10-11,0,4813,263,FALSE,NA
France,2020-10-11,46,32730,218,FALSE,NA
Turkey,2020-10-11,59,8837,203,FALSE,NA
UK,2020-10-11,128,59843,217,FALSE,NA
China,2020-10-12,0,4813,264,FALSE,NA
France,2020-10-12,97,32827,219,FALSE,NA
Turkey,2020-10-12,58,8895,204,FALSE,NA
UK,2020-10-12,120,59963,218,FALSE,NA
China,2020-10-13,0,4813,265,FALSE,NA
France,2020-10-13,128,32955,220,FALSE,NA
Turkey,2020-10-13,62,8957,205,FALSE,NA
UK,2020-10-13,119,60082,219,FALSE,NA
China,2020-10-14,1,4814,266,FALSE,NA
France,2020-10-14,106,33061,221,FALSE,NA
Turkey,2020-10-14,57,9014,206,FALSE,NA
UK,2020-10-14,123,60205,220,FALSE,NA
China,2020-10-15,0,4814,267,FALSE,NA
France,2020-10-15,85,33146,222,FALSE,NA
Turkey,2020-10-15,66,9080,207,FALSE,NA
UK,2020-10-15,152,60357,221,FALSE,NA
China,2020-10-16,0,4814,268,FALSE,NA
France,2020-10-16,179,33325,223,FALSE,NA
Turkey,2020-10-16,73,9153,208,FALSE,NA
UK,2020-10-16,162,60519,222,FALSE,NA
China,2020-10-17,0,4814,269,FALSE,NA
France,2020-10-17,73,33398,224,FALSE,NA
Turkey,2020-10-17,71,9224,209,FALSE,NA
UK,2020-10-17,186,60705,223,FALSE,NA
China,2020-10-18,0,4814,270,FALSE,NA
France,2020-10-18,85,33483,225,FALSE,NA
Turkey,2020-10-18,72,9296,210,FALSE,NA
UK,2020-10-18,167,60872,224,FALSE,NA
China,2020-10-19,0,4814,271,FALSE,NA
France,2020-10-19,148,33631,226,FALSE,NA
Turkey,2020-10-19,75,9371,211,FALSE,NA
UK,2020-10-19,193,61065,225,FALSE,NA
China,2020-10-20,0,4814,272,FALSE,NA
France,2020-10-20,281,33912,227,FALSE,NA
Turkey,2020-10-20,74,9445,212,FALSE,NA
UK,2020-10-20,210,61275,226,FALSE,NA
China,2020-10-21,0,4814,273,FALSE,NA
France,2020-10-21,168,34080,228,FALSE,NA
Turkey,2020-10-21,68,9513,213,FALSE,NA
UK,2020-10-21,232,61507,227,FALSE,NA
China,2020-10-22,0,4814,274,FALSE,NA
France,2020-10-22,154,34234,229,FALSE,NA
Turkey,2020-10-22,71,9584,214,FALSE,NA
UK,2020-10-22,242,61749,228,FALSE,NA
China,2020-10-23,0,4814,275,FALSE,NA
France,2020-10-23,300,34534,230,FALSE,NA
Turkey,2020-10-23,74,9658,215,FALSE,NA
UK,2020-10-23,225,61974,229,FALSE,NA
China,2020-10-24,0,4814,276,FALSE,NA
France,2020-10-24,136,34670,231,FALSE,NA
Turkey,2020-10-24,69,9727,216,FALSE,NA
UK,2020-10-24,219,62193,230,FALSE,NA
China,2020-10-25,0,4814,277,FALSE,NA
France,2020-10-25,-21,34649,232,FALSE,NA
Turkey,2020-10-25,72,9799,217,FALSE,NA
UK,2020-10-25,255,62448,231,FALSE,NA
China,2020-10-26,0,4814,278,FALSE,NA
France,2020-10-26,389,35038,233,FALSE,NA
Turkey,2020-10-26,75,9874,218,FALSE,NA
UK,2020-10-26,282,62730,232,FALSE,NA
China,2020-10-27,0,4814,279,FALSE,NA
France,2020-10-27,528,35566,234,FALSE,NA
Turkey,2020-10-27,76,9950,219,FALSE,NA
UK,2020-10-27,285,63015,233,FALSE,NA
China,2020-10-28,0,4814,280,FALSE,NA
France,2020-10-28,259,35825,235,FALSE,NA
Turkey,2020-10-28,77,10027,220,FALSE,NA
UK,2020-10-28,281,63296,234,FALSE,NA
China,2020-10-29,0,4814,281,FALSE,NA
France,2020-10-29,233,36058,236,FALSE,NA
Turkey,2020-10-29,72,10099,221,FALSE,NA
UK,2020-10-29,320,63616,235,FALSE,NA
China,2020-10-30,0,4814,282,FALSE,NA
France,2020-10-30,547,36605,237,FALSE,NA
Turkey,2020-10-30,78,10177,222,FALSE,NA
UK,2020-10-30,352,63968,236,FALSE,NA
China,2020-10-31,0,4814,283,FALSE,NA
France,2020-10-31,222,36827,238,FALSE,NA
Turkey,2020-10-31,75,10252,223,FALSE,NA
UK,2020-10-31,340,64308,237,FALSE,NA
China,2020-11-01,0,4814,284,FALSE,NA
France,2020-11-01,231,37058,239,FALSE,NA
Turkey,2020-11-01,74,10326,224,FALSE,NA
UK,2020-11-01,359,64667,238,FALSE,NA
China,2020-11-02,0,4814,285,FALSE,NA
France,2020-11-02,428,37486,240,FALSE,NA
Turkey,2020-11-02,76,10402,225,FALSE,NA
UK,2020-11-02,338,65005,239,FALSE,NA
China,2020-11-03,0,4814,286,FALSE,NA
France,2020-11-03,1279,38765,241,FALSE,NA
Turkey,2020-11-03,79,10481,226,FALSE,NA
UK,2020-11-03,377,65382,240,FALSE,NA
China,2020-11-04,1,4815,287,FALSE,NA
France,2020-11-04,-34,38731,242,FALSE,NA
Turkey,2020-11-04,77,10558,227,FALSE,NA
UK,2020-11-04,340,65722,241,FALSE,NA
China,2020-11-05,1,4816,288,FALSE,NA
France,2020-11-05,357,39088,243,FALSE,NA
Turkey,2020-11-05,81,10639,228,FALSE,NA
UK,2020-11-05,388,66110,242,FALSE,NA
China,2020-11-06,1,4817,289,FALSE,NA
France,2020-11-06,829,39917,244,FALSE,NA
Turkey,2020-11-06,83,10722,229,FALSE,NA
UK,2020-11-06,417,66527,243,FALSE,NA
China,2020-11-07,0,4817,290,FALSE,NA
France,2020-11-07,303,40220,245,FALSE,NA
Turkey,2020-11-07,81,10803,230,FALSE,NA
UK,2020-11-07,417,66944,244,FALSE,NA
China,2020-11-08,1,4818,291,FALSE,NA
France,2020-11-08,270,40490,246,FALSE,NA
Turkey,2020-11-08,84,10887,231,FALSE,NA
UK,2020-11-08,433,67377,245,FALSE,NA
China,2020-11-09,2,4820,292,FALSE,NA
France,2020-11-09,560,41050,247,FALSE,NA
Turkey,2020-11-09,85,10972,232,FALSE,NA
UK,2020-11-09,494,67871,246,FALSE,NA
China,2020-11-10,1,4821,293,FALSE,NA
France,2020-11-10,1231,42281,248,FALSE,NA
Turkey,2020-11-10,87,11059,233,FALSE,NA
UK,2020-11-10,410,68281,247,FALSE,NA
China,2020-11-11,0,4821,294,FALSE,NA
France,2020-11-11,328,42609,249,FALSE,NA
Turkey,2020-11-11,86,11145,234,FALSE,NA
UK,2020-11-11,410,68691,248,FALSE,NA
China,2020-11-12,0,4821,295,FALSE,NA
France,2020-11-12,415,43024,250,FALSE,NA
Turkey,2020-11-12,88,11233,235,FALSE,NA
UK,2020-11-12,430,69121,249,FALSE,NA
China,2020-11-13,0,4821,296,FALSE,NA
France,2020-11-13,933,43957,251,FALSE,NA
Turkey,2020-11-13,93,11326,236,FALSE,NA
UK,2020-11-13,450,69571,250,FALSE,NA
China,2020-11-14,0,4821,297,FALSE,NA
France,2020-11-14,353,44310,252,FALSE,NA
Turkey,2020-11-14,92,11418,237,FALSE,NA
UK,2020-11-14,459,70030,251,FALSE,NA
China,2020-11-15,1,4822,298,FALSE,NA
France,2020-11-15,303,44613,253,FALSE,NA
Turkey,2020-11-15,89,11507,238,FALSE,NA
UK,2020-11-15,457,70487,252,FALSE,NA
China,2020-11-16,0,4822,299,FALSE,NA
France,2020-11-16,511,45124,254,FALSE,NA
Turkey,2020-11-16,94,11601,239,FALSE,NA
UK,2020-11-16,432,70919,253,FALSE,NA
China,2020-11-17,0,4822,300,FALSE,NA
France,2020-11-17,1226,46350,255,FALSE,NA
Turkey,2020-11-17,103,11704,240,FALSE,NA
UK,2020-11-17,467,71386,254,FALSE,NA
China,2020-11-18,0,4822,301,FALSE,NA
France,2020-11-18,431,46781,256,FALSE,NA
Turkey,2020-11-18,116,11820,241,FALSE,NA
UK,2020-11-18,514,71900,255,FALSE,NA
China,2020-11-19,0,4822,302,FALSE,NA
France,2020-11-19,417,47198,257,FALSE,NA
Turkey,2020-11-19,123,11943,242,FALSE,NA
UK,2020-11-19,486,72386,256,FALSE,NA
China,2020-11-20,0,4822,303,FALSE,NA
France,2020-11-20,1141,48339,258,FALSE,NA
Turkey,2020-11-20,141,12084,243,FALSE,NA
UK,2020-11-20,485,72871,257,FALSE,NA
China,2020-11-21,0,4822,304,FALSE,NA
France,2020-11-21,252,48591,259,FALSE,NA
Turkey,2020-11-21,135,12219,244,FALSE,NA
UK,2020-11-21,498,73369,258,FALSE,NA
China,2020-11-22,0,4822,305,FALSE,NA
France,2020-11-22,214,48805,260,FALSE,NA
Turkey,2020-11-22,139,12358,245,FALSE,NA
UK,2020-11-22,513,73882,259,FALSE,NA
China,2020-11-23,1,4823,306,FALSE,NA
France,2020-11-23,506,49311,261,FALSE,NA
Turkey,2020-11-23,153,12511,246,FALSE,NA
UK,2020-11-23,509,74391,260,FALSE,NA
China,2020-11-24,0,4823,307,FALSE,NA
France,2020-11-24,1011,50322,262,FALSE,NA
Turkey,2020-11-24,161,12672,247,FALSE,NA
UK,2020-11-24,496,74887,261,FALSE,NA
China,2020-11-25,0,4823,308,FALSE,NA
France,2020-11-25,388,50710,263,FALSE,NA
Turkey,2020-11-25,168,12840,248,FALSE,NA
UK,2020-11-25,499,75386,262,FALSE,NA
China,2020-11-26,0,4823,309,FALSE,NA
France,2020-11-26,331,51041,264,FALSE,NA
Turkey,2020-11-26,174,13014,249,FALSE,NA
UK,2020-11-26,461,75847,263,FALSE,NA
China,2020-11-27,1,4824,310,FALSE,NA
France,2020-11-27,959,52000,265,FALSE,NA
Turkey,2020-11-27,177,13191,250,FALSE,NA
UK,2020-11-27,460,76307,264,FALSE,NA
China,2020-11-28,3,4827,311,FALSE,NA
France,2020-11-28,212,52212,266,FALSE,NA
Turkey,2020-11-28,182,13373,251,FALSE,NA
UK,2020-11-28,486,76793,265,FALSE,NA
China,2020-11-29,0,4827,312,FALSE,NA
France,2020-11-29,198,52410,267,FALSE,NA
Turkey,2020-11-29,185,13558,252,FALSE,NA
UK,2020-11-29,501,77294,266,FALSE,NA
China,2020-11-30,0,4827,313,FALSE,NA
France,2020-11-30,408,52818,268,FALSE,NA
Turkey,2020-11-30,188,13746,253,FALSE,NA
UK,2020-11-30,465,77759,267,FALSE,NA
China,2020-12-01,3,4830,314,FALSE,NA
France,2020-12-01,777,53595,269,FALSE,NA
Turkey,2020-12-01,190,13936,254,FALSE,NA
UK,2020-12-01,425,78184,268,FALSE,NA
China,2020-12-02,1,4831,315,FALSE,NA
France,2020-12-02,311,53906,270,FALSE,NA
Turkey,2020-12-02,193,14129,255,FALSE,NA
UK,2020-12-02,414,78598,269,FALSE,NA
China,2020-12-03,1,4832,316,FALSE,NA
